,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,,,,,,County Jurisdiction,"JULIÁN CASTRO
(DEM) ",,"MICHAEL A. ELLINGER
(DEM) ",,,"ELIZABETH WARREN
(DEM) ",,"MARIANNE WILLIAMSON
(DEM) ",,,"ANDREW YANG
(DEM) ",,"ROQUE ""ROCKY"" DE LA FUENTE III
(DEM) ",,"JOHN K. DELANEY
(DEM) ",,"AMY KLOBUCHAR
(DEM) ",,"BERNIE SANDERS
(DEM) ",,"JOE SESTAK
(DEM) ",,"TOM STEYER
(DEM) ",,"DEVAL PATRICK
(DEM) ",,"MICHAEL BENNET
(DEM) ",,"MICHAEL R. BLOOMBERG
(DEM) ",,"MOSIE BOYD
(DEM) ",,"CORY BOOKER
(DEM) ",,"PETE BUTTIGIEG
(DEM) ",,"JOSEPH R. BIDEN
(DEM) ",,"TULSI GABBARD
(DEM) ",,"MARK STEWART GREENSTEIN
(DEM) ",,"Write-in
 ",,Total Votes
C08S23A33E1B3RDUUNI0606,0,0,,0,0,C08S23A33E1B3RDUUNI0606,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3RDUUNI0607,173,714,,3,0,C08S23A33E1B3RDUUNI0607,0,0.00%,0,,0.00%,22,12.94%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,2,1.18%,66,38.82%,0,0.00%,5,2.94%,0,0.00%,0,0.00%,9,5.29%,0,0.00%,0,0.00%,12,7.06%,54,31.76%,0,0.00%,0,0.00%,0,0.00%,170
C08S23A33E1B3RDUUNI0608,0,0,,0,0,C08S23A33E1B3RDUUNI0608,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3RDUUNI0609,0,0,,0,0,C08S23A33E1B3RDUUNI0609,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3RDUUNI0610,0,0,,0,0,C08S23A33E1B3RDUUNI0610,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3RWUUNI0611,0,0,,0,0,C08S23A33E1B3RWUUNI0611,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3RWUUNI0612,0,0,,0,0,C08S23A33E1B3RWUUNI0612,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3RWUUNI0613,0,0,,0,0,C08S23A33E1B3RWUUNI0613,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3RWUUNI0614,0,0,,0,0,C08S23A33E1B3RWUUNI0614,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3SBUSB40615,0,0,,0,0,C08S23A33E1B3SBUSB40615,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3SBUSB40616,0,0,,0,0,C08S23A33E1B3SBUSB40616,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3SBUSB40617,0,0,,0,0,C08S23A33E1B3SBUSB40617,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3SBUSB40618,0,0,,0,0,C08S23A33E1B3SBUSB40618,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3SBUUNI0619,0,1,,0,0,C08S23A33E1B3SBUUNI0619,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3SBUUNI0620,0,0,,0,0,C08S23A33E1B3SBUUNI0620,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3SBUUNI0621,1,1,,****,****,C08S23A33E1B3SBUUNI0621,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S23A33E1B3SBUUNI0622,2,4,,****,****,C08S23A33E1B3SBUUNI0622,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S23A33E1B3SBUUNI0623,0,0,,0,0,C08S23A33E1B3SBUUNI0623,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3SBUUNI0624,0,0,,0,0,C08S23A33E1B3SBUUNI0624,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3SBUUNI0625,8,20,,2,0,C08S23A33E1B3SBUUNI0625,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,3,50.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,16.67%,0,0.00%,0,0.00%,0,0.00%,2,33.33%,0,0.00%,0,0.00%,0,0.00%,6
C08S23A33E1B3SBUUNI0626,3,15,,****,****,C08S23A33E1B3SBUUNI0626,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S23A33E1B3SBUUNI0627,5,22,,****,****,C08S23A33E1B3SBUUNI0627,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S23A33E1B3SBUUNI0628,0,0,,0,0,C08S23A33E1B3SBUUNI0628,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3SBUUNI0629,0,0,,0,0,C08S23A33E1B3SBUUNI0629,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3YCUUNI0630,0,0,,0,0,C08S23A33E1B3YCUUNI0630,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3YCUUNI0631,0,0,,0,0,C08S23A33E1B3YCUUNI0631,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3YCUUNI0632,24,141,,0,0,C08S23A33E1B3YCUUNI0632,0,0.00%,0,,0.00%,2,8.33%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,8,33.33%,0,0.00%,1,4.17%,0,0.00%,0,0.00%,3,12.50%,0,0.00%,0,0.00%,0,0.00%,10,41.67%,0,0.00%,0,0.00%,0,0.00%,24
C08S23A33E1B3YCUUNI0633,0,0,,0,0,C08S23A33E1B3YCUUNI0633,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3YCUUNI0634,0,9,,0,0,C08S23A33E1B3YCUUNI0634,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3YCUUNI0635,0,2,,0,0,C08S23A33E1B3YCUUNI0635,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B3YCUUNI0636,0,3,,0,0,C08S23A33E1B3YCUUNI0636,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B5SBUSB40637,0,0,,0,0,C08S23A33E1B5SBUSB40637,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B5SBUSB40638,0,0,,0,0,C08S23A33E1B5SBUSB40638,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B5SBUUNI0639,0,0,,0,0,C08S23A33E1B5SBUUNI0639,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B5SBUUNI0640,10,45,,0,0,C08S23A33E1B5SBUUNI0640,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,10.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,10.00%,8,80.00%,0,0.00%,0,0.00%,0,0.00%,10
C08S23A33E1B5SBUUNI0641,3,17,,****,****,C08S23A33E1B5SBUUNI0641,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S23A33E4B3MRUUNI0642,0,0,,0,0,C08S23A33E4B3MRUUNI0642,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E4B3RDUUNI0643,0,0,,0,0,C08S23A33E4B3RDUUNI0643,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E4B3RDUUNI0644,0,0,,0,0,C08S23A33E4B3RDUUNI0644,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E4B3YCUUNI0645,0,0,,0,0,C08S23A33E4B3YCUUNI0645,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E4B3YCUUNI0646,2,22,,****,****,C08S23A33E4B3YCUUNI0646,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S23A33E4B3YCUUNI0647,0,6,,0,0,C08S23A33E4B3YCUUNI0647,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A36E1B1SJUUNI0648,101,911,,5,0,C08S23A36E1B1SJUUNI0648,0,0.00%,0,,0.00%,6,6.25%,0,,0.00%,1,1.04%,0,0.00%,1,1.04%,0,0.00%,43,44.79%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,15,15.63%,0,0.00%,0,0.00%,4,4.17%,25,26.04%,1,1.04%,0,0.00%,0,0.00%,96
C08S23A36E1B1SJUUNI0649,163,"1,251",,10,1,C08S23A36E1B1SJUUNI0649,0,0.00%,1,,0.66%,8,5.26%,0,,0.00%,1,0.66%,0,0.00%,0,0.00%,2,1.32%,58,38.16%,0,0.00%,5,3.29%,0,0.00%,0,0.00%,17,11.18%,0,0.00%,1,0.66%,12,7.89%,43,28.29%,3,1.97%,1,0.66%,0,0.00%,152
C08S23A36E1B1SJUUNI0650,241,"1,598",,12,0,C08S23A36E1B1SJUUNI0650,2,0.87%,0,,0.00%,39,17.03%,0,,0.00%,2,0.87%,0,0.00%,1,0.44%,8,3.49%,74,32.31%,0,0.00%,8,3.49%,0,0.00%,0,0.00%,31,13.54%,0,0.00%,0,0.00%,12,5.24%,51,22.27%,1,0.44%,0,0.00%,0,0.00%,229
C08S23A36E1B1SJUUNI0651,0,0,,0,0,C08S23A36E1B1SJUUNI0651,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A36E1B1SJUUNI0652,192,"1,650",,13,0,C08S23A36E1B1SJUUNI0652,0,0.00%,1,,0.56%,14,7.82%,0,,0.00%,3,1.68%,0,0.00%,0,0.00%,6,3.35%,57,31.84%,0,0.00%,7,3.91%,0,0.00%,1,0.56%,31,17.32%,3,1.68%,1,0.56%,2,1.12%,50,27.93%,3,1.68%,0,0.00%,0,0.00%,179
C08S23A36E1B1SJUUNI0653,0,0,,0,0,C08S23A36E1B1SJUUNI0653,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A36E1B1SJUUNI0654,0,0,,0,0,C08S23A36E1B1SJUUNI0654,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A36E1B1SJUUNI0655,396,"1,958",,16,0,C08S23A36E1B1SJUUNI0655,0,0.00%,0,,0.00%,40,10.53%,2,,0.53%,2,0.53%,1,0.26%,0,0.00%,8,2.11%,139,36.58%,1,0.26%,20,5.26%,0,0.00%,0,0.00%,39,10.26%,0,0.00%,0,0.00%,26,6.84%,102,26.84%,0,0.00%,0,0.00%,0,0.00%,380
C08S23A36E1B1SJUUNI0656,2,0,,****,****,C08S23A36E1B1SJUUNI0656,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S23A36E1B1SJUUNI0657,209,977,,8,0,C08S23A36E1B1SJUUNI0657,0,0.00%,0,,0.00%,18,8.96%,0,,0.00%,2,1.00%,0,0.00%,0,0.00%,9,4.48%,57,28.36%,0,0.00%,7,3.48%,0,0.00%,0,0.00%,11,5.47%,0,0.00%,1,0.50%,20,9.95%,70,34.83%,5,2.49%,1,0.50%,0,0.00%,201
C08S23A40E1B1CUHUNI0658,0,0,,0,0,C08S23A40E1B1CUHUNI0658,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B1HPUUNI0659,0,0,,0,0,C08S23A40E1B1HPUUNI0659,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B1HPUUNI0660,0,0,,0,0,C08S23A40E1B1HPUUNI0660,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B1HPUUNI0661,0,0,,0,0,C08S23A40E1B1HPUUNI0661,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B1HPUUNI0662,0,0,,0,0,C08S23A40E1B1HPUUNI0662,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B1HPUUNI0663,0,0,,0,0,C08S23A40E1B1HPUUNI0663,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B1HPUUNI0664,0,3,,0,0,C08S23A40E1B1HPUUNI0664,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B1RLUUNI0665,0,0,,0,0,C08S23A40E1B1RLUUNI0665,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B1SBUUNI0666,0,0,,0,0,C08S23A40E1B1SBUUNI0666,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B1SBUUNI0667,0,1,,0,0,C08S23A40E1B1SBUUNI0667,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B1SBUUNI0668,0,0,,0,0,C08S23A40E1B1SBUUNI0668,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B1SJUUNI0669,0,0,,0,0,C08S23A40E1B1SJUUNI0669,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B1SJUUNI0670,0,0,,0,0,C08S23A40E1B1SJUUNI0670,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B1SJUUNI0671,0,0,,0,0,C08S23A40E1B1SJUUNI0671,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B1SJUUNI0672,0,0,,0,0,C08S23A40E1B1SJUUNI0672,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B1SJUUNI0673,0,0,,0,0,C08S23A40E1B1SJUUNI0673,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B1SJUUNI0674,0,0,,0,0,C08S23A40E1B1SJUUNI0674,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B1SJUUNI0675,0,0,,0,0,C08S23A40E1B1SJUUNI0675,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B1SJUUNI0676,0,0,,0,0,C08S23A40E1B1SJUUNI0676,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B1SJUUNI0677,17,168,,4,0,C08S23A40E1B1SJUUNI0677,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,5,38.46%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,7.69%,0,0.00%,0,0.00%,1,7.69%,6,46.15%,0,0.00%,0,0.00%,0,0.00%,13
C08S23A40E1B2CUHUNI0678,0,0,,0,0,C08S23A40E1B2CUHUNI0678,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2CUHUNI0679,0,6,,0,0,C08S23A40E1B2CUHUNI0679,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2CUHUNI0680,0,4,,0,0,C08S23A40E1B2CUHUNI0680,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2CUHUNI0681,0,0,,0,0,C08S23A40E1B2CUHUNI0681,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2CUHUNI0682,0,0,,0,0,C08S23A40E1B2CUHUNI0682,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2CUHUNI0683,0,0,,0,0,C08S23A40E1B2CUHUNI0683,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2CUHUNI0684,0,0,,0,0,C08S23A40E1B2CUHUNI0684,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2CUHUNI0685,0,0,,0,0,C08S23A40E1B2CUHUNI0685,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2CUHUNI0686,9,47,,0,0,C08S23A40E1B2CUHUNI0686,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,11.11%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,11.11%,0,0.00%,0,0.00%,0,0.00%,7,77.78%,0,0.00%,0,0.00%,0,0.00%,9
C08S23A40E1B2CUHUNI0687,0,0,,0,0,C08S23A40E1B2CUHUNI0687,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2CUHUNI0688,42,140,,2,0,C08S23A40E1B2CUHUNI0688,0,0.00%,0,,0.00%,7,17.50%,1,,2.50%,0,0.00%,0,0.00%,0,0.00%,3,7.50%,12,30.00%,0,0.00%,2,5.00%,0,0.00%,0,0.00%,4,10.00%,0,0.00%,0,0.00%,0,0.00%,9,22.50%,2,5.00%,0,0.00%,0,0.00%,40
C08S23A40E1B2HPUUNI0689,0,0,,0,0,C08S23A40E1B2HPUUNI0689,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2HPUUNI0690,0,0,,0,0,C08S23A40E1B2HPUUNI0690,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2RLUUNI0691,66,481,,2,0,C08S23A40E1B2RLUUNI0691,0,0.00%,0,,0.00%,15,23.44%,0,,0.00%,3,4.69%,0,0.00%,1,1.56%,0,0.00%,11,17.19%,0,0.00%,5,7.81%,0,0.00%,0,0.00%,4,6.25%,0,0.00%,0,0.00%,4,6.25%,20,31.25%,1,1.56%,0,0.00%,0,0.00%,64
C08S23A40E1B2RLUUNI0692,0,0,,0,0,C08S23A40E1B2RLUUNI0692,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2RWUUNI0693,0,0,,0,0,C08S23A40E1B2RWUUNI0693,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2RWUUNI0694,0,0,,0,0,C08S23A40E1B2RWUUNI0694,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2RWUUNI0695,0,0,,0,0,C08S23A40E1B2RWUUNI0695,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2SBUSB00696,0,0,,0,0,C08S23A40E1B2SBUSB00696,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2SBUSB00697,0,0,,0,0,C08S23A40E1B2SBUSB00697,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2SBUUNI0698,0,12,,0,0,C08S23A40E1B2SBUUNI0698,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2SBUUNI0699,0,0,,0,0,C08S23A40E1B2SBUUNI0699,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2SBUUNI0700,0,0,,0,0,C08S23A40E1B2SBUUNI0700,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2SBUUNI0701,131,813,,3,0,C08S23A40E1B2SBUUNI0701,0,0.00%,0,,0.00%,13,10.16%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,1,0.78%,35,27.34%,0,0.00%,5,3.91%,0,0.00%,0,0.00%,13,10.16%,0,0.00%,0,0.00%,4,3.13%,53,41.41%,4,3.13%,0,0.00%,0,0.00%,128
C08S23A40E1B2SBUUNI0702,0,0,,0,0,C08S23A40E1B2SBUUNI0702,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2SBUUNI0703,0,0,,0,0,C08S23A40E1B2SBUUNI0703,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2SBUUNI0704,0,0,,0,0,C08S23A40E1B2SBUUNI0704,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2SBUUNI0705,1,11,,****,****,C08S23A40E1B2SBUUNI0705,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S23A40E1B2SBUUNI0706,3,16,,****,****,C08S23A40E1B2SBUUNI0706,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S23A40E1B2SBUUNI0707,0,0,,0,0,C08S23A40E1B2SBUUNI0707,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B2UPUUNI0708,3,6,,****,****,C08S23A40E1B2UPUUNI0708,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S23A40E1B2UPUUNI0709,0,0,,0,0,C08S23A40E1B2UPUUNI0709,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A40E1B3SBUSB40710,0,0,,0,0,C08S23A40E1B3SBUSB40710,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
