COUNTY OF LOS ANGELES,GENERAL ELECTION,11/08/2022,,,,,,,,
LOS ANGELES CITY GEN-MAYOR, , , , ,,,,,,
LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,KAREN RUTH BASS,RICK J CARUSO,
LOS ANGELES,9002227A,1554,196,N, ,VBM PORTION,1235,759,449, 
LOS ANGELES,9002227A,1554,196,N,2694,TOTAL,1563,907,623, 
LOS ANGELES,9002231A,1555,196,N, ,POLLING PLACE,403,152,250, 
LOS ANGELES,9002231A,1555,196,N, ,VBM PORTION,1474,910,543, 
LOS ANGELES,9002231A,1555,196,N,3161,TOTAL,1877,1062,793, 
LOS ANGELES,9002237A,7700,196,N, ,POLLING PLACE,210,119,88, 
LOS ANGELES,9002237A,7700,196,N, ,VBM PORTION,876,625,238, 
LOS ANGELES,9002237A,7700,196,N,1795,TOTAL,1086,744,326, 
LOS ANGELES,9002238A,1556,196,N, ,POLLING PLACE,233,67,164, 
LOS ANGELES,9002238A,1556,196,N, ,VBM PORTION,963,520,428, 
LOS ANGELES,9002238A,1556,196,N,1900,TOTAL,1196,587,592, 
LOS ANGELES,9002240A,1557,773,N, ,POLLING PLACE,319,147,165, 
LOS ANGELES,9002240A,1557,773,N, ,VBM PORTION,1573,977,547, 
LOS ANGELES,9002240A,1557,773,N,3553,TOTAL,1892,1124,712, 
LOS ANGELES,9002247A,1558,449,N, ,POLLING PLACE,202,89,109, 
LOS ANGELES,9002247A,1558,449,N, ,VBM PORTION,1280,751,506, 
LOS ANGELES,9002247A,1558,449,N,2322,TOTAL,1482,840,615, 
LOS ANGELES,9002248A,1559,290,N, ,POLLING PLACE,276,160,112, 
LOS ANGELES,9002248A,1559,290,N, ,VBM PORTION,1149,752,376, 
LOS ANGELES,9002248A,1559,290,N,2753,TOTAL,1425,912,488, 
LOS ANGELES,9002256B,1560,28,N, ,POLLING PLACE,301,71,221, 
LOS ANGELES,9002256B,1560,28,N, ,VBM PORTION,771,301,440, 
LOS ANGELES,9002256B,1560,28,N,2051,TOTAL,1072,372,661, 
LOS ANGELES,9002262A,1561,447,N, ,POLLING PLACE,319,194,121, 
LOS ANGELES,9002262A,1561,447,N, ,VBM PORTION,1445,1022,407, 
LOS ANGELES,9002262A,1561,447,N,3333,TOTAL,1764,1216,528, 
LOS ANGELES,9002272A,1562,201,N, ,POLLING PLACE,353,166,182, 
LOS ANGELES,9002272A,1562,201,N, ,VBM PORTION,1677,1006,644, 
LOS ANGELES,9002272A,1562,201,N,3288,TOTAL,2030,1172,826, 
LOS ANGELES,9002274A,1563,9,N, ,POLLING PLACE,105,29,72, 
LOS ANGELES,9002274A,1563,9,N, ,VBM PORTION,422,191,206, 
LOS ANGELES,9002274A,1563,9,N,2061,TOTAL,527,220,278, 
LOS ANGELES,9002280A,1564,446,N, ,POLLING PLACE,264,109,151, 
LOS ANGELES,9002280A,1564,446,N, ,VBM PORTION,1238,631,585, 
LOS ANGELES,9002280A,1564,446,N,2385,TOTAL,1502,740,736, 
LOS ANGELES,9002283A,1565,474,N, ,POLLING PLACE,201,102,97, 
LOS ANGELES,9002283A,1565,474,N, ,VBM PORTION,1396,928,451, 
LOS ANGELES,9002283A,1565,474,N,2269,TOTAL,1597,1030,548, 
LOS ANGELES,9002288A,1566,9,N, ,POLLING PLACE,153,41,107, 
LOS ANGELES,9002288A,1566,9,N, ,VBM PORTION,579,280,285, 
LOS ANGELES,9002288A,1566,9,N,2291,TOTAL,732,321,392, 
LOS ANGELES,9002293A,7703,617,N, ,POLLING PLACE,57,11,44, 
LOS ANGELES,9002293A,7703,617,N, ,VBM PORTION,182,80,94, 
LOS ANGELES,9002293A,7703,617,N,734,TOTAL,239,91,138, 
LOS ANGELES,9002294A,7704,9,N, ,POLLING PLACE,34,8,24, 
LOS ANGELES,9002294A,7704,9,N, ,VBM PORTION,189,91,94, 
LOS ANGELES,9002294A,7704,9,N,612,TOTAL,223,99,118, 
LOS ANGELES,9002301A,1567,9,N, ,POLLING PLACE,141,66,71, 
LOS ANGELES,9002301A,1567,9,N, ,VBM PORTION,493,293,190, 
LOS ANGELES,9002301A,1567,9,N,2163,TOTAL,634,359,261, 
LOS ANGELES,9002303A,1568,475,N, ,POLLING PLACE,307,187,115, 
LOS ANGELES,9002303A,1568,475,N, ,VBM PORTION,1470,1016,434, 
LOS ANGELES,9002303A,1568,475,N,3305,TOTAL,1777,1203,549, 
LOS ANGELES,9002313A,1569,622,N, ,POLLING PLACE,176,90,85, 
LOS ANGELES,9002313A,1569,622,N, ,VBM PORTION,766,510,237, 
LOS ANGELES,9002313A,1569,622,N,2174,TOTAL,942,600,322, 
LOS ANGELES,9002314A,1570,8,N, ,POLLING PLACE,139,55,79, 
LOS ANGELES,9002314A,1570,8,N, ,VBM PORTION,324,163,153, 
LOS ANGELES,9002314A,1570,8,N,2073,TOTAL,463,218,232, 
LOS ANGELES,9002316C,1571,475,N, ,POLLING PLACE,193,119,71, 
LOS ANGELES,9002316C,1571,475,N, ,VBM PORTION,831,596,220, 
LOS ANGELES,9002316C,1571,475,N,2561,TOTAL,1024,715,291, 
LOS ANGELES,9002323A,1572,475,N, ,POLLING PLACE,159,110,48, 
LOS ANGELES,9002323A,1572,475,N, ,VBM PORTION,820,588,218, 
LOS ANGELES,9002323A,1572,475,N,2656,TOTAL,979,698,266, 
LOS ANGELES,9002329A,1573,475,N, ,POLLING PLACE,200,126,68, 
LOS ANGELES,9002329A,1573,475,N, ,VBM PORTION,912,675,222, 
LOS ANGELES,9002329A,1573,475,N,2587,TOTAL,1112,801,290, 
LOS ANGELES,9002330A,1574,475,N, ,POLLING PLACE,125,88,34, 
LOS ANGELES,9002330A,1574,475,N, ,VBM PORTION,723,540,176, 
LOS ANGELES,9002330A,1574,475,N,1854,TOTAL,848,628,210, 
LOS ANGELES,9002331A,1575,931,N, ,POLLING PLACE,214,78,129, 
LOS ANGELES,9002331A,1575,931,N, ,VBM PORTION,716,372,312, 
LOS ANGELES,9002331A,1575,931,N,3186,TOTAL,930,450,441, 
LOS ANGELES,9002332A,1576,801,N, ,POLLING PLACE,140,40,93, 
LOS ANGELES,9002332A,1576,801,N, ,VBM PORTION,799,334,431, 
LOS ANGELES,9002332A,1576,801,N,1987,TOTAL,939,374,524, 
LOS ANGELES,9002334A,1577,475,N, ,POLLING PLACE,278,215,60, 
LOS ANGELES,9002334A,1577,475,N, ,VBM PORTION,1745,1461,263, 
LOS ANGELES,9002334A,1577,475,N,3013,TOTAL,2023,1676,323, 
LOS ANGELES,9002338A,1578,932,N, ,POLLING PLACE,158,61,93, 
LOS ANGELES,9002338A,1578,932,N, ,VBM PORTION,478,171,289, 
LOS ANGELES,9002338A,1578,932,N,2301,TOTAL,636,232,382, 
LOS ANGELES,9002343A,1579,475,N, ,POLLING PLACE,176,116,55, 
LOS ANGELES,9002343A,1579,475,N, ,VBM PORTION,899,648,241, 
LOS ANGELES,9002343A,1579,475,N,3006,TOTAL,1075,764,296, 
LOS ANGELES,9002357A,1580,475,N, ,POLLING PLACE,200,130,68, 
LOS ANGELES,9002357A,1580,475,N, ,VBM PORTION,1025,789,215, 
LOS ANGELES,9002357A,1580,475,N,3007,TOTAL,1225,919,283, 
LOS ANGELES,9002360B,1581,9,N, ,POLLING PLACE,176,61,108, 
LOS ANGELES,9002360B,1581,9,N, ,VBM PORTION,693,265,405, 
LOS ANGELES,9002360B,1581,9,N,2916,TOTAL,869,326,513, 
LOS ANGELES,9002362F,7705,467,N, ,POLLING PLACE,7,3,4, 
LOS ANGELES,9002362F,7705,467,N, ,VBM PORTION,66,42,22, 
LOS ANGELES,9002362F,7705,467,N,127,TOTAL,73,45,26, 
LOS ANGELES,9002363A,7706,467,N, ,POLLING PLACE,94,50,43, 
LOS ANGELES,9002363A,7706,467,N, ,VBM PORTION,559,356,191, 
LOS ANGELES,9002363A,7706,467,N,1455,TOTAL,653,406,234, 
LOS ANGELES,9002364A,1582,297,N, ,POLLING PLACE,121,57,56, 
LOS ANGELES,9002364A,1582,297,N, ,VBM PORTION,423,182,233, 
LOS ANGELES,9002364A,1582,297,N,2192,TOTAL,544,239,289, 
LOS ANGELES,9002368A,7707,454,N, ,POLLING PLACE,165,103,59, 
LOS ANGELES,9002368A,7707,454,N, ,VBM PORTION,672,449,201, 
LOS ANGELES,9002368A,7707,454,N,1578,TOTAL,837,552,260, 
LOS ANGELES,9002373A,1583,466,N, ,POLLING PLACE,431,296,129, 
LOS ANGELES,9002373A,1583,466,N, ,VBM PORTION,1863,1433,393, 
LOS ANGELES,9002373A,1583,466,N,3899,TOTAL,2294,1729,522, 
LOS ANGELES,9002385A,1584,29,N, ,POLLING PLACE,212,78,123, 
LOS ANGELES,9002385A,1584,29,N, ,VBM PORTION,933,456,443, 
LOS ANGELES,9002385A,1584,29,N,2807,TOTAL,1145,534,566, 
LOS ANGELES,9002388A,1585,236,N, ,POLLING PLACE,358,190,165, 
LOS ANGELES,9002388A,1585,236,N, ,VBM PORTION,903,540,340, 
LOS ANGELES,9002388A,1585,236,N,2341,TOTAL,1261,730,505, 
LOS ANGELES,9002395A,1586,460,N, ,POLLING PLACE,290,118,168, 
LOS ANGELES,9002395A,1586,460,N, ,VBM PORTION,1525,928,566, 
LOS ANGELES,9002395A,1586,460,N,3158,TOTAL,1815,1046,734, 
LOS ANGELES,9002397A,1587,460,N, ,POLLING PLACE,193,107,81, 
LOS ANGELES,9002397A,1587,460,N, ,VBM PORTION,977,601,354, 
LOS ANGELES,9002397A,1587,460,N,1917,TOTAL,1170,708,435, 
LOS ANGELES,9002401B,1588,460,N, ,POLLING PLACE,285,156,127, 
LOS ANGELES,9002401B,1588,460,N, ,VBM PORTION,1333,910,388, 
LOS ANGELES,9002401B,1588,460,N,3090,TOTAL,1618,1066,515, 
LOS ANGELES,9002401E,7709,461,N, ,POLLING PLACE,2,2,0, 
LOS ANGELES,9002401E,7709,461,N, ,VBM PORTION,5,1,4, 
LOS ANGELES,9002401E,7709,461,N,27,TOTAL,7,3,4, 
LOS ANGELES,9002404B,7710,461,N, ,POLLING PLACE,2,2,0, 
LOS ANGELES,9002404B,7710,461,N, ,VBM PORTION,39,29,10, 
LOS ANGELES,9002404B,7710,461,N,63,TOTAL,41,31,10, 
LOS ANGELES,9002405A,7711,460,N, ,POLLING PLACE,75,25,49, 
LOS ANGELES,9002405A,7711,460,N, ,VBM PORTION,341,226,113, 
LOS ANGELES,9002405A,7711,460,N,828,TOTAL,416,251,162, 
LOS ANGELES,9002409A,1589,460,N, ,POLLING PLACE,258,108,142, 
LOS ANGELES,9002409A,1589,460,N, ,VBM PORTION,1267,717,525, 
LOS ANGELES,9002409A,1589,460,N,2868,TOTAL,1525,825,667, 
LOS ANGELES,9002415A,1590,240,N, ,POLLING PLACE,279,93,184, 
LOS ANGELES,9002415A,1590,240,N, ,VBM PORTION,1217,539,652, 
LOS ANGELES,9002415A,1590,240,N,2295,TOTAL,1496,632,836, 
LOS ANGELES,9002418B,1591,240,N, ,POLLING PLACE,335,88,243, 
LOS ANGELES,9002418B,1591,240,N, ,VBM PORTION,1679,739,903, 
LOS ANGELES,9002418B,1591,240,N,2995,TOTAL,2014,827,1146, 
LOS ANGELES,9002423A,1592,240,N, ,POLLING PLACE,303,132,168, 
LOS ANGELES,9002423A,1592,240,N, ,VBM PORTION,1099,600,459, 
LOS ANGELES,9002423A,1592,240,N,2266,TOTAL,1402,732,627, 
LOS ANGELES,9002429A,1593,463,N, ,POLLING PLACE,356,148,202, 
LOS ANGELES,9002429A,1593,463,N, ,VBM PORTION,1301,646,629, 
LOS ANGELES,9002429A,1593,463,N,2610,TOTAL,1657,794,831, 
LOS ANGELES,9002440A,7712,942,N, ,POLLING PLACE,12,6,6, 
LOS ANGELES,9002440A,7712,942,N, ,VBM PORTION,21,13,8, 
LOS ANGELES,9002440A,7712,942,N,154,TOTAL,33,19,14, 
LOS ANGELES,9002443A,1594,464,N, ,POLLING PLACE,358,140,212, 
LOS ANGELES,9002443A,1594,464,N, ,VBM PORTION,2815,1415,1337, 
LOS ANGELES,9002443A,1594,464,N,4812,TOTAL,3173,1555,1549, 
LOS ANGELES,9002445A,1595,298,N, ,POLLING PLACE,177,96,79, 
LOS ANGELES,9002445A,1595,298,N, ,VBM PORTION,611,334,262, 
LOS ANGELES,9002445A,1595,298,N,2383,TOTAL,788,430,341, 
LOS ANGELES,9002456B,1596,486,N, ,POLLING PLACE,109,61,46, 
LOS ANGELES,9002456B,1596,486,N, ,VBM PORTION,420,266,145, 
LOS ANGELES,9002456B,1596,486,N,1982,TOTAL,529,327,191, 
LOS ANGELES,9002465A,1597,486,N, ,POLLING PLACE,126,70,52, 
LOS ANGELES,9002465A,1597,486,N, ,VBM PORTION,472,321,140, 
LOS ANGELES,9002465A,1597,486,N,2106,TOTAL,598,391,192, 
LOS ANGELES,9002471A,1598,486,N, ,POLLING PLACE,114,63,48, 
LOS ANGELES,9002471A,1598,486,N, ,VBM PORTION,471,306,157, 
LOS ANGELES,9002471A,1598,486,N,2397,TOTAL,585,369,205, 
LOS ANGELES,9002472A,1599,486,N, ,POLLING PLACE,94,41,48, 
LOS ANGELES,9002472A,1599,486,N, ,VBM PORTION,310,195,104, 
LOS ANGELES,9002472A,1599,486,N,1607,TOTAL,404,236,152, 
LOS ANGELES,9002477A,1600,486,N, ,POLLING PLACE,137,97,38, 
LOS ANGELES,9002477A,1600,486,N, ,VBM PORTION,664,442,209, 
LOS ANGELES,9002477A,1600,486,N,2522,TOTAL,801,539,247, 
LOS ANGELES,9002489B,1601,486,N, ,POLLING PLACE,137,85,50, 
LOS ANGELES,9002489B,1601,486,N, ,VBM PORTION,562,363,191, 
LOS ANGELES,9002489B,1601,486,N,2417,TOTAL,699,448,241, 
LOS ANGELES,9002492A,1602,486,N, ,POLLING PLACE,154,108,44, 
LOS ANGELES,9002492A,1602,486,N, ,VBM PORTION,621,487,126, 
LOS ANGELES,9002492A,1602,486,N,2299,TOTAL,775,595,170, 
LOS ANGELES,9002494A,1603,871,N, ,POLLING PLACE,121,83,34, 
LOS ANGELES,9002494A,1603,871,N, ,VBM PORTION,278,166,108, 
LOS ANGELES,9002494A,1603,871,N,1881,TOTAL,399,249,142, 
LOS ANGELES,9002499B,1604,488,N, ,POLLING PLACE,146,118,24, 
LOS ANGELES,9002499B,1604,488,N, ,VBM PORTION,779,613,158, 
LOS ANGELES,9002499B,1604,488,N,1983,TOTAL,925,731,182, 
LOS ANGELES,9002502A,7713,488,N, ,POLLING PLACE,44,36,8, 
LOS ANGELES,9002502A,7713,488,N, ,VBM PORTION,202,161,38, 
LOS ANGELES,9002502A,7713,488,N,556,TOTAL,246,197,46, 
LOS ANGELES,9002503A,1605,488,N, ,POLLING PLACE,130,91,36, 
LOS ANGELES,9002503A,1605,488,N, ,VBM PORTION,549,433,108, 
LOS ANGELES,9002503A,1605,488,N,1637,TOTAL,679,524,144, 
LOS ANGELES,9002504A,1606,488,N, ,POLLING PLACE,195,142,49, 
LOS ANGELES,9002504A,1606,488,N, ,VBM PORTION,857,688,153, 
LOS ANGELES,9002504A,1606,488,N,2446,TOTAL,1052,830,202, 
LOS ANGELES,9002508A,1607,488,N, ,POLLING PLACE,138,109,28, 
LOS ANGELES,9002508A,1607,488,N, ,VBM PORTION,470,323,135, 
LOS ANGELES,9002508A,1607,488,N,2283,TOTAL,608,432,163, 
LOS ANGELES,9002514A,7714,1,N, ,POLLING PLACE,139,38,96, 
LOS ANGELES,9002514A,7714,1,N, ,VBM PORTION,417,169,237, 
LOS ANGELES,9002514A,7714,1,N,1228,TOTAL,556,207,333, 
LOS ANGELES,9002523A,7715,803,N, ,POLLING PLACE,14,7,7, 
LOS ANGELES,9002523A,7715,803,N, ,VBM PORTION,88,43,44, 
LOS ANGELES,9002523A,7715,803,N,466,TOTAL,102,50,51, 
LOS ANGELES,9002529B,1608,839,N, ,POLLING PLACE,94,52,39, 
LOS ANGELES,9002529B,1608,839,N, ,VBM PORTION,328,223,97, 
LOS ANGELES,9002529B,1608,839,N,1714,TOTAL,422,275,136, 
LOS ANGELES,9002531A,1609,839,N, ,POLLING PLACE,125,77,43, 
LOS ANGELES,9002531A,1609,839,N, ,VBM PORTION,270,160,106, 
LOS ANGELES,9002531A,1609,839,N,2103,TOTAL,395,237,149, 
LOS ANGELES,9002534A,1610,885,N, ,POLLING PLACE,82,47,35, 
LOS ANGELES,9002534A,1610,885,N, ,VBM PORTION,196,127,67, 
LOS ANGELES,9002534A,1610,885,N,1914,TOTAL,278,174,102, 
LOS ANGELES,9002537A,1611,885,N, ,POLLING PLACE,100,60,39, 
LOS ANGELES,9002537A,1611,885,N, ,VBM PORTION,238,128,104, 
LOS ANGELES,9002537A,1611,885,N,2035,TOTAL,338,188,143, 
LOS ANGELES,9002540A,1612,885,N, ,POLLING PLACE,93,57,34, 
LOS ANGELES,9002540A,1612,885,N, ,VBM PORTION,139,80,55, 
LOS ANGELES,9002540A,1612,885,N,1749,TOTAL,232,137,89, 
LOS ANGELES,9002542A,1613,885,N, ,POLLING PLACE,85,49,32, 
LOS ANGELES,9002542A,1613,885,N, ,VBM PORTION,226,146,74, 
LOS ANGELES,9002542A,1613,885,N,1982,TOTAL,311,195,106, 
LOS ANGELES,9002544A,1614,885,N, ,POLLING PLACE,108,50,50, 
LOS ANGELES,9002544A,1614,885,N, ,VBM PORTION,346,208,129, 
LOS ANGELES,9002544A,1614,885,N,2118,TOTAL,454,258,179, 
LOS ANGELES,9002549A,1615,885,N, ,POLLING PLACE,83,42,39, 
LOS ANGELES,9002549A,1615,885,N, ,VBM PORTION,283,182,96, 
LOS ANGELES,9002549A,1615,885,N,2059,TOTAL,366,224,135, 
LOS ANGELES,9002551A,1616,885,N, ,POLLING PLACE,90,54,35, 
LOS ANGELES,9002551A,1616,885,N, ,VBM PORTION,179,112,65, 
LOS ANGELES,9002551A,1616,885,N,1913,TOTAL,269,166,100, 
LOS ANGELES,9002556A,1617,476,N, ,POLLING PLACE,295,244,47, 
LOS ANGELES,9002556A,1617,476,N, ,VBM PORTION,1038,852,164, 
LOS ANGELES,9002556A,1617,476,N,2359,TOTAL,1333,1096,211, 
LOS ANGELES,9002566A,1618,839,N, ,POLLING PLACE,87,49,34, 
LOS ANGELES,9002566A,1618,839,N, ,VBM PORTION,199,119,73, 
LOS ANGELES,9002566A,1618,839,N,1527,TOTAL,286,168,107, 
LOS ANGELES,9002568A,1619,839,N, ,POLLING PLACE,118,77,36, 
LOS ANGELES,9002568A,1619,839,N, ,VBM PORTION,375,235,133, 
LOS ANGELES,9002568A,1619,839,N,2568,TOTAL,493,312,169, 
LOS ANGELES,9002572A,1620,871,N, ,POLLING PLACE,143,91,45, 
LOS ANGELES,9002572A,1620,871,N, ,VBM PORTION,368,269,94, 
LOS ANGELES,9002572A,1620,871,N,1932,TOTAL,511,360,139, 
LOS ANGELES,9002576A,7718,934,N, ,POLLING PLACE,20,6,13, 
LOS ANGELES,9002576A,7718,934,N, ,VBM PORTION,42,25,15, 
LOS ANGELES,9002576A,7718,934,N,138,TOTAL,62,31,28, 
LOS ANGELES,9002582A,7719,452,N, ,POLLING PLACE,51,25,24, 
LOS ANGELES,9002582A,7719,452,N, ,VBM PORTION,154,93,54, 
LOS ANGELES,9002582A,7719,452,N,808,TOTAL,205,118,78, 
LOS ANGELES,9002583A,1621,838,N, ,POLLING PLACE,79,35,42, 
LOS ANGELES,9002583A,1621,838,N, ,VBM PORTION,193,116,73, 
LOS ANGELES,9002583A,1621,838,N,1439,TOTAL,272,151,115, 
LOS ANGELES,9002585A,7720,931,N, ,POLLING PLACE,1,0,1, 
LOS ANGELES,9002585A,7720,931,N, ,VBM PORTION,6,3,3, 
LOS ANGELES,9002585A,7720,931,N,11,TOTAL,7,3,4, 
LOS ANGELES,9002588C,1622,885,N, ,POLLING PLACE,113,66,42, 
LOS ANGELES,9002588C,1622,885,N, ,VBM PORTION,429,282,143, 
LOS ANGELES,9002588C,1622,885,N,1910,TOTAL,542,348,185, 
LOS ANGELES,9002591A,7721,885,N, ,POLLING PLACE,55,39,16, 
LOS ANGELES,9002591A,7721,885,N, ,VBM PORTION,290,232,55, 
LOS ANGELES,9002591A,7721,885,N,854,TOTAL,345,271,71, 
LOS ANGELES,9002596C,7722,884,N, ,POLLING PLACE,79,36,42, 
LOS ANGELES,9002596C,7722,884,N, ,VBM PORTION,380,206,166, 
LOS ANGELES,9002596C,7722,884,N,1257,TOTAL,459,242,208, 
LOS ANGELES,9002607A,7723,204,N, ,POLLING PLACE,219,97,117, 
LOS ANGELES,9002607A,7723,204,N, ,VBM PORTION,1008,613,380, 
LOS ANGELES,9002607A,7723,204,N,2132,TOTAL,1227,710,497, 
LOS ANGELES,9002615A,7724,379,N, ,POLLING PLACE,229,71,156, 
LOS ANGELES,9002615A,7724,379,N, ,VBM PORTION,1018,358,639, 
LOS ANGELES,9002615A,7724,379,N,2418,TOTAL,1247,429,795, 
LOS ANGELES,9002616A,1623,932,N, ,POLLING PLACE,163,51,109, 
LOS ANGELES,9002616A,1623,932,N, ,VBM PORTION,449,174,267, 
LOS ANGELES,9002616A,1623,932,N,1928,TOTAL,612,225,376, 
LOS ANGELES,9002618A,1624,932,N, ,POLLING PLACE,192,47,133, 
LOS ANGELES,9002618A,1624,932,N, ,VBM PORTION,462,162,286, 
LOS ANGELES,9002618A,1624,932,N,2370,TOTAL,654,209,419, 
LOS ANGELES,9002628A,7725,933,N, ,POLLING PLACE,38,11,24, 
LOS ANGELES,9002628A,7725,933,N, ,VBM PORTION,125,44,77, 
LOS ANGELES,9002628A,7725,933,N,505,TOTAL,163,55,101, 
LOS ANGELES,9002631A,1625,283,N, ,POLLING PLACE,167,102,61, 
LOS ANGELES,9002631A,1625,283,N, ,VBM PORTION,579,365,198, 
LOS ANGELES,9002631A,1625,283,N,2091,TOTAL,746,467,259, 
LOS ANGELES,9002632A,1626,932,N, ,POLLING PLACE,179,57,114, 
LOS ANGELES,9002632A,1626,932,N, ,VBM PORTION,542,209,322, 
LOS ANGELES,9002632A,1626,932,N,2171,TOTAL,721,266,436, 
LOS ANGELES,9002667A,1627,932,N, ,POLLING PLACE,236,70,157, 
LOS ANGELES,9002667A,1627,932,N, ,VBM PORTION,607,302,293, 
LOS ANGELES,9002667A,1627,932,N,2869,TOTAL,843,372,450, 
LOS ANGELES,9002681A,1628,931,N, ,POLLING PLACE,256,73,174, 
LOS ANGELES,9002681A,1628,931,N, ,VBM PORTION,860,397,443, 
LOS ANGELES,9002681A,1628,931,N,2352,TOTAL,1116,470,617, 
LOS ANGELES,9002700A,7727,838,N, ,POLLING PLACE,57,36,19, 
LOS ANGELES,9002700A,7727,838,N, ,VBM PORTION,150,109,39, 
LOS ANGELES,9002700A,7727,838,N,1022,TOTAL,207,145,58, 
LOS ANGELES,9002704A,7728,616,N, ,POLLING PLACE,85,43,40, 
LOS ANGELES,9002704A,7728,616,N, ,VBM PORTION,518,343,161, 
LOS ANGELES,9002704A,7728,616,N,923,TOTAL,603,386,201, 
LOS ANGELES,9002719D,1629,298,N, ,POLLING PLACE,148,70,74, 
LOS ANGELES,9002719D,1629,298,N, ,VBM PORTION,581,316,251, 
LOS ANGELES,9002719D,1629,298,N,2390,TOTAL,729,386,325, 
LOS ANGELES,9002741A,1630,30,N, ,POLLING PLACE,266,99,158, 
LOS ANGELES,9002741A,1630,30,N, ,VBM PORTION,1177,631,511, 
LOS ANGELES,9002741A,1630,30,N,4023,TOTAL,1443,730,669, 
LOS ANGELES,9002758A,7731,484,N, ,POLLING PLACE,45,30,15, 
LOS ANGELES,9002758A,7731,484,N, ,VBM PORTION,142,82,56, 
LOS ANGELES,9002758A,7731,484,N,906,TOTAL,187,112,71, 
LOS ANGELES,9002772A,1631,777,N, ,POLLING PLACE,245,82,158, 
LOS ANGELES,9002772A,1631,777,N, ,VBM PORTION,989,440,518, 
LOS ANGELES,9002772A,1631,777,N,2326,TOTAL,1234,522,676, 
LOS ANGELES,9002786A,7734,198,N, ,POLLING PLACE,57,32,25, 
LOS ANGELES,9002786A,7734,198,N, ,VBM PORTION,300,198,99, 
LOS ANGELES,9002786A,7734,198,N,592,TOTAL,357,230,124, 
LOS ANGELES,9002796A,7735,26,N, ,POLLING PLACE,122,17,99, 
LOS ANGELES,9002796A,7735,26,N, ,VBM PORTION,231,80,145, 
LOS ANGELES,9002796A,7735,26,N,852,TOTAL,353,97,244, 
LOS ANGELES,9002809A,1632,291,N, ,POLLING PLACE,148,92,55, 
LOS ANGELES,9002809A,1632,291,N, ,VBM PORTION,654,488,153, 
LOS ANGELES,9002809A,1632,291,N,1640,TOTAL,802,580,208, 
LOS ANGELES,9002813A,1633,291,N, ,POLLING PLACE,282,124,152, 
LOS ANGELES,9002813A,1633,291,N, ,VBM PORTION,974,503,453, 
LOS ANGELES,9002813A,1633,291,N,2899,TOTAL,1256,627,605, 
LOS ANGELES,9002821A,7738,484,N, ,POLLING PLACE,39,20,19, 
LOS ANGELES,9002821A,7738,484,N, ,VBM PORTION,129,74,52, 
LOS ANGELES,9002821A,7738,484,N,832,TOTAL,168,94,71, 
LOS ANGELES,9002835A,1634,294,N, ,POLLING PLACE,185,94,77, 
LOS ANGELES,9002835A,1634,294,N, ,VBM PORTION,761,407,332, 
LOS ANGELES,9002835A,1634,294,N,2544,TOTAL,946,501,409, 
LOS ANGELES,9002842A,1635,291,N, ,POLLING PLACE,212,121,88, 
LOS ANGELES,9002842A,1635,291,N, ,VBM PORTION,760,468,258, 
LOS ANGELES,9002842A,1635,291,N,2264,TOTAL,972,589,346, 
LOS ANGELES,9002857A,7740,28,N, ,POLLING PLACE,4,2,2, 
LOS ANGELES,9002857A,7740,28,N, ,VBM PORTION,0,0,0, 
LOS ANGELES,9002857A,7740,28,N,5,TOTAL,4,2,2, 
LOS ANGELES,9002859A,7741,869,N, ,POLLING PLACE,7,4,3, 
LOS ANGELES,9002859A,7741,869,N, ,VBM PORTION,21,21,0, 
LOS ANGELES,9002859A,7741,869,N,62,TOTAL,28,25,3, 
LOS ANGELES,9002866A,1636,210,N, ,POLLING PLACE,261,91,163, 
LOS ANGELES,9002866A,1636,210,N, ,VBM PORTION,1197,617,562, 
LOS ANGELES,9002866A,1636,210,N,2422,TOTAL,1458,708,725, 
LOS ANGELES,9002876A,7743,271,N, ,POLLING PLACE,44,29,15, 
LOS ANGELES,9002876A,7743,271,N, ,VBM PORTION,95,59,33, 
LOS ANGELES,9002876A,7743,271,N,416,TOTAL,139,88,48, 
LOS ANGELES,9002877B,7744,225,N, ,POLLING PLACE,1,1,0, 
LOS ANGELES,9002877B,7744,225,N, ,VBM PORTION,3,0,3, 
LOS ANGELES,9002877B,7744,225,N,9,TOTAL,4,1,3, 
LOS ANGELES,9002878A,1637,9,N, ,POLLING PLACE,134,44,85, 
LOS ANGELES,9002878A,1637,9,N, ,VBM PORTION,502,241,246, 
LOS ANGELES,9002878A,1637,9,N,2712,TOTAL,636,285,331, 
LOS ANGELES,9002881A,1638,291,N, ,POLLING PLACE,237,106,123, 
LOS ANGELES,9002881A,1638,291,N, ,VBM PORTION,888,500,363, 
LOS ANGELES,9002881A,1638,291,N,2705,TOTAL,1125,606,486, 
LOS ANGELES,9002888A,1639,9,N, ,POLLING PLACE,182,70,110, 
LOS ANGELES,9002888A,1639,9,N, ,VBM PORTION,546,257,266, 
LOS ANGELES,9002888A,1639,9,N,2471,TOTAL,728,327,376, 
LOS ANGELES,9002891A,1640,457,N, ,POLLING PLACE,328,207,111, 
LOS ANGELES,9002891A,1640,457,N, ,VBM PORTION,1091,821,243, 
LOS ANGELES,9002891A,1640,457,N,2519,TOTAL,1419,1028,354, 
